"ID_GQ","ID_rcpt","Region1","Location","Year","Month","Day","Community","Haplo","K","Q1","Q2","Q3","Q4","Q5","Membership.neutral"
"S_20_02966","DL99_160","SEH","Nastapoka_Sound",1999,8,3,"Inukjuak","HL009",5,0.033779,0.61281,0.190405,0.05087,0.112136,"HBSC"
"S_20_03001","DL98_567","SEH","Kuujjuarapik",1998,8,NA,"Kuujjuaraapik","HL001",5,1e-05,1e-05,0.066473,0.03273,0.900777,"LGR"
"S_20_03026","DL_3131","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,1,"Kuujjuaraapik","HL007",5,0.03401,0.068601,0.043863,0.019848,0.833677,"LGR"
"S_20_03027","DL_3132","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,4,"Kuujjuaraapik","HL002",5,0.049864,0.024719,0.004764,1e-05,0.920642,"LGR"
"S_20_03028","DL_3134","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,4,"Kuujjuaraapik","HL001",5,0.003811,1e-05,1e-05,1e-05,0.996159,"LGR"
"S_20_03033","DLN01_03","SEH","Nastapoka_Sound",2001,8,1,"Inukjuak","HL008",5,0.044529,0.618346,0.157971,0.098383,0.080771,"HBSC"
"S_20_03034","DLN01_05","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL009",5,0.056161,0.590055,0.214682,0.030581,0.108521,"HBSC"
"S_20_03035","DLN01_06","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL103",5,0.047209,0.592208,0.241426,0.063669,0.055489,"HBSC"
"S_20_03036","DLN01_07","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL009",5,0.039794,0.566193,0.241184,0.041183,0.111646,"HBSC"
"S_20_03037","DLN01_08","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL009",5,0.057313,0.571987,0.233797,0.079131,0.057772,"HBSC"
"S_20_03039","DL_3092","UNG","Qarmait",2001,6,20,"Kangirsuk","HL073",5,0.074938,0.593571,0.281195,0.023686,0.02661,"HBSC"
"S_20_03054","DL09_177","SEH","Umiujaq",2010,6,1,"Umiujaq","HL026",5,0.028722,0.530202,0.259654,0.113897,0.067525,"HBSC"
"S_20_03055","DL09_178","SEH","Umiujaq",2010,10,1,"Umiujaq","HL001",5,0.030368,0.577142,0.228164,0.08811,0.076215,"HBSC"
"S_20_03056","DL09_179","SEH","Umiujaq",2010,6,1,"Umiujaq","HL001",5,0.150433,0.354488,0.29194,0.053663,0.149476,"HBSC"
"S_20_03083","DL97_103","SEH","Inukjuak",1997,8,4,"Inukjuak","HL010",5,0.02839,0.611983,0.104756,0.089201,0.16567,"HBSC"
"S_20_03084","DL97_106","SEH",NA,1997,8,5,"Inukjuak","HL009",5,0.044328,0.628583,0.222303,0.036074,0.068712,"HBSC"
"S_20_03085","DL97_112","SEH","Inukjuak",1997,NA,NA,"Inukjuak",NA,5,0.004538,0.123333,0.015858,1e-05,0.856262,"LGR"
"S_20_03086","DL97_114","SEH","Nastapoka_Sound",1997,8,4,"Inukjuak","HL009",5,0.040704,0.604527,0.222344,0.080953,0.051471,"HBSC"
"S_20_03087","DL97_115","SEH","Inukjuak",1997,8,5,"Inukjuak","HL123",5,0.031506,0.038325,1e-05,0.024629,0.90553,"LGR"
"S_20_03088","DL97_116","SEH","Inukjuak",1997,8,4,"Inukjuak","HL009",5,0.062082,0.60691,0.287745,0.017087,0.026177,"HBSC"
"S_20_03090","DL97_123","SEH","Inukjuak",1997,8,4,"Inukjuak","HL009",5,0.041153,0.619786,0.166866,0.02912,0.143075,"HBSC"
"S_20_03091","DL97_125","SEH","Nastapoka_River",1997,8,5,"Inukjuak","HL009",5,0.065509,0.507015,0.194474,0.102364,0.130639,"HBSC"
"S_20_03092","DL97_128","UNG","Baie_Qirnituup",1997,7,12,"Kangirsuk","HL003",5,0.070663,0.535016,0.258635,0.071936,0.06375,"HBSC"
"S_20_03095","DL97_133","UNG","Baie_Qirnituup",1997,7,7,"Kangirsuk","HL001",5,0.025568,0.548989,0.2582,0.085277,0.081966,"HBSC"
"S_20_03096","DL97_148","UNG","Baie_Qirnituup",1997,7,7,"Kangirsuk","HL004",5,0.02857,0.549619,0.298676,0.027689,0.095446,"HBSC"
"S_20_03098","DL97_263","SEH","Umiujaq",1997,NA,NA,"Umiujaq",NA,5,0.032645,0.658181,0.1174,0.097893,0.093881,"HBSC"
"S_20_03100","DL97_273","SEH","Umiujaq",1997,NA,NA,"Umiujaq",NA,5,0.056855,0.749122,0.044748,0.025577,0.123699,"HBSC"
"S_20_03102","DL97_291","SEH","Kuujjuarapik",1997,9,12,"Kuujjuaraapik","HL008",5,1e-05,0.096388,1e-05,0.903582,1e-05,"JAM"
"S_20_03106","DL97_295","SEH","Kuujjuarapik",1997,9,12,"Kuujjuaraapik","HL008",5,0.002823,1e-05,1e-05,0.997147,1e-05,"JAM"
"S_20_03118","DL97_333","UNG","Kuujjuaq",1997,7,26,"Kuujjuaq","HL012",5,0.031779,0.603607,0.235187,0.031015,0.098411,"HBSC"
"S_20_03180","DLN01_10","SEH","Nastapoka_Sound",2001,8,4,"Inukjuak","HL019",5,0.107757,0.762189,1e-05,0.00475,0.125295,"HBSC"
"S_20_03181","DLN01_12","SEH","Nastapoka_Sound",2001,8,7,"Inukjuak","HL103",5,0.044041,0.655008,0.123153,0.053323,0.124475,"HBSC"
"S_20_03182","DLN01_13","SEH","Nastapoka_Sound",2001,8,7,"Inukjuak","HL019",5,0.038889,0.638745,0.117742,0.062109,0.142515,"HBSC"
"S_20_03183","NA2000_01","SEH","Nastapoka_River",2000,8,10,"Umiujaq","HL016",5,0.034203,0.587379,0.226398,0.036805,0.115216,"HBSC"
"S_20_03185","NA2000_03","SEH","Nastapoka_River",2000,8,10,"Umiujaq","HL016",5,0.100549,0.468693,0.220666,0.052641,0.15745,"HBSC"
"S_20_03186","NA2000_04","SEH","Nastapoka_River",2000,8,10,"Umiujaq","HL010",5,0.056835,0.620487,0.159824,0.013152,0.149702,"HBSC"
"S_20_03195","DL98_538","UNG","Kuujjuaq",1998,7,11,"Kuujjuaq","HL003",5,0.034582,0.586931,0.297487,0.041645,0.039355,"HBSC"
"S_20_03197","DL98_343","SEH","Kuujjuarapik",1998,8,11,"Kuujjuaraapik","HL041",5,1e-05,1e-05,1e-05,1e-05,0.99996,"LGR"
"S_20_03202","DL98_351","SEH","Kuujjuarapik",1998,7,17,"Kuujjuaraapik","HL050",5,0.013592,0.072943,0.124108,1e-05,0.789347,"LGR"
"S_20_03203","DL98_499","NEH","Puvirnituq",1998,10,16,"Puvirnituq","HL004",5,0.030498,0.584014,0.247031,0.052922,0.085535,"HBSC"
"S_20_03207","DL98_505","SEH","Nastapoka_Sound",1998,8,9,"Inukjuak","HL009",5,0.084701,0.530269,0.256019,0.056672,0.072338,"HBSC"
"S_20_03210","DL98_392","NEH","Puvirnituq",1998,10,16,"Puvirnituq","HL001",5,0.065199,0.614773,0.113542,0.056711,0.149775,"HBSC"
"S_20_03212","DL98_395","NEH","Puvirnituq",1998,10,16,"Puvirnituq","HL001",5,0.075732,0.622137,0.179637,0.067996,0.054499,"HBSC"
"S_20_03218","DL98_368","SEH","Kuujjuarapik",1998,7,17,"Kuujjuaraapik","HL016",5,0.037965,0.365791,0.180991,0.044489,0.370765,"HBSC"
"S_20_03229","DL98_507","SEH","Nastapoka_River",1998,8,1,"Inukjuak","HL019",5,0.071153,0.521567,0.175506,0.059589,0.172185,"HBSC"
"S_20_03230","DL98_513","SEH","Kuujjuarapik",1998,8,11,"Kuujjuaraapik","HL041",5,1e-05,1e-05,1e-05,0.0247,0.97527,"LGR"
"S_20_03231","DL98_504","SEH","Nastapoka_River",1998,8,9,"Inukjuak","HL009",5,0.0654,0.620356,0.145231,0.083805,0.085208,"HBSC"
"S_20_03339","DL_5207","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL001",5,0.00048,1e-05,1e-05,1e-05,0.99949,"LGR"
"S_20_03340","DL_5211","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL001",5,0.042535,0.033031,0.151417,1e-05,0.773007,"LGR"
"S_20_03341","DL_6072","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL014",5,0.038918,0.571839,0.256753,0.069984,0.062506,"HBSC"
"S_20_03342","DL_6073","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL002",5,1e-05,1e-05,0.094309,1e-05,0.905661,"LGR"
"S_20_03343","DL_6074","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL001",5,0.009375,0.13512,0.020648,0.027129,0.807727,"LGR"
"S_20_03344","DL_6075","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL002",5,1e-05,0.003375,0.026167,1e-05,0.970438,"LGR"
"S_20_03345","DL_8152","SEH","Lac_Tasiujaq",2008,6,26,"Umiujaq","HL010",5,0.08514,0.789589,1e-05,0.044164,0.081097,"HBSC"
"S_20_03419","DL15_DART_055","SEH",NA,2016,8,14,"Inukjuak","HL009",5,0.024195,0.612382,0.256141,0.016044,0.091237,"HBSC"
"S_20_03446","DL2009JB_03","JAM","Pointe_de_Repentigny_James_Bay",2009,7,31,"DFO_MPO","HL008",5,1e-05,1e-05,1e-05,0.975689,0.024281,"JAM"
"S_20_03447","DL2009JB_04","JAM","Pointe_de_Repentigny_James_Bay",2009,8,1,"DFO_MPO","HL008",5,0.007098,1e-05,1e-05,0.992872,1e-05,"JAM"
"S_20_03448","DL2009JB_05","JAM","Pointe_de_Repentigny_James_Bay",2009,8,9,"DFO_MPO","HL008",5,1e-05,1e-05,1e-05,0.99996,1e-05,"JAM"
"S_20_03449","DL2009JB_06","JAM","Pointe_de_Repentigny_James_Bay",2009,8,9,"DFO_MPO","HL008",5,1e-05,1e-05,1e-05,0.99996,1e-05,"JAM"
"S_20_03450","DL2008_JB_01","JAM","Pointe_de_Repentigny_James_Bay",2008,8,4,"DFO_MPO","HL008",5,1e-05,1e-05,1e-05,0.99996,1e-05,"JAM"
"S_20_03451","DL2008_JB_02","JAM","Pointe_de_Repentigny_James_Bay",2008,8,6,"DFO_MPO","HL008",5,1e-05,1e-05,1e-05,0.99996,1e-05,"JAM"
"S_20_03452","DL2008_JB_03","JAM","Pointe_de_Repentigny_James_Bay",2008,8,8,"DFO_MPO","HL008",5,0.001228,1e-05,1e-05,0.998742,1e-05,"JAM"
"S_20_03453","DL2008_JB_04","JAM","Pointe_de_Repentigny_James_Bay",2008,8,8,"DFO_MPO","HL008",5,1e-05,1e-05,0.034489,0.961637,0.003854,"JAM"
"S_20_03454","DL2008_JB_05","JAM","Pointe_de_Repentigny_James_Bay",2008,8,8,"DFO_MPO","HL008",5,1.8e-05,1e-05,0.00627,0.993692,1e-05,"JAM"
"S_20_03455","DL2008_JB_07","JAM","Pointe_de_Repentigny_James_Bay",2008,8,16,"DFO_MPO","HL008",5,0.048361,1e-05,1e-05,0.951609,1e-05,"JAM"
"S_20_03476_rep","DL2011_002_F","SLE","Rimouski_est",2011,5,19,"Saint_Laurent","HL008",5,0.080405,0.541839,0.226024,0.034773,0.116958,"HBSC"
"S_20_03478","DL2010_007_F","SLE","Sainte_Flavie",2010,7,31,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_03480","DL2010_008_F","SLE","Sainte_Flavie",2010,8,29,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_03481","DL2000_002_B","SLE","Tadoussac",2000,7,26,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_03482","DL2000_002_F","SLE","Tadoussac",2000,7,26,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_03486","B92_47","NHS","Lake_Harbour_Kimmirut",1992,5,28,"Kimmirut","HL011",5,0.026993,0.547198,0.263692,0.039074,0.123042,"HBSC"
"S_20_03506","ARNR_04_05","SWH","Nelson_River",2004,7,27,"Churchill","HL003",5,0.025925,0.624254,0.239014,0.056565,0.054242,"HBSC"
"S_20_03507","JBDL_07_03","JAM","Pointe_de_Repentigny",2007,8,14,"DFO_MPO","HL008",5,1e-05,1e-05,1e-05,0.99996,1e-05,"JAM"
"S_20_03508","PTT_10215","NWH","Churchill",1992,7,4,"Churchill","HL041",5,0.031032,0.585089,0.21139,0.063147,0.109342,"HBSC"
"S_20_03509","ARPG_07_01","CSB","Pangnirtung",2007,7,12,"Pangnirtung","HL040",5,1e-05,1e-05,0.99996,1e-05,1e-05,"CSB"
"S_20_03510","ARPG_07_02","CSB","Pangnirtung",2007,7,12,"Pangnirtung","HL057",5,0.093517,1e-05,0.906453,1e-05,1e-05,"CSB"
"S_20_03512","ARCHL_15_128164","NWH","Churchill",2015,7,14,"Churchill","HL001",5,0.06441,0.414893,0.274248,0.164991,0.081459,"HBSC"
"S_20_03514","ARCHL_15_128165","NWH","Churchill",2015,7,11,"Churchill","HL001",5,0.071433,0.382093,0.249641,0.178738,0.118096,"HBSC"
"S_20_03515","ARCHL_15_128157","NWH","Churchill",2015,7,12,"Churchill",NA,5,0.101102,0.351577,0.349045,0.092738,0.105537,"HBSC"
"S_20_03516","ARCHL_15_128155","NWH","Churchill",2015,7,14,"Churchill","HL026",5,0.071749,0.368237,0.298214,0.144087,0.117713,"HBSC"
"S_20_03517","ARCHL_15_128160","NWH","Churchill",2015,8,8,"Churchill","HL001",5,0.064849,0.444618,0.209527,0.157303,0.123704,"HBSC"
"S_20_03519","ARCHL_15_128158","NWH","Churchill",2015,7,10,"Churchill","HL001",5,0.052517,0.370062,0.254594,0.191738,0.131089,"HBSC"
"S_20_03520","ARCHL_15_128162","NWH","Churchill",2015,7,10,"Churchill","HL026",5,0.092575,0.381921,0.31547,0.151737,0.058297,"HBSC"
"S_20_03521","ARCHL_15_128156","NWH","Churchill",2015,7,14,"Churchill","HL003",5,0.034394,0.415559,0.298099,0.186323,0.065625,"HBSC"
"S_20_03522","PGDL_02_05","CSB","Pangnirtung_West_Cumberland_Sound",2002,7,NA,"Pangnirtung","HL003",5,1e-05,1e-05,0.99996,1e-05,1e-05,"CSB"
"S_20_03525","UM94_15","SEH","Nastapoka_River",1994,8,16,"Inukjuak","HL049",5,0.061923,0.572386,0.22586,0.048417,0.091415,"HBSC"
"S_20_03527","DL_9270","SEH","Baie_Kilualuk",2007,8,5,"Inukjuak","HL001",5,0.045077,0.698283,0.139621,0.030222,0.086797,"HBSC"
"S_20_03528","DL10_64","SEH","Inukjuak",2010,7,NA,"Inukjuak","HL103",5,0.053197,0.587617,0.217291,0.07808,0.063815,"HBSC"
"S_20_03572","B91_17","FRB","Iqaluit",1991,7,23,"Iqaluit","HL003",5,0.038693,0.606122,0.240072,0.008872,0.10624,"HBSC"
"S_20_03573","B_92_66_IQ","FRB","Iqaluit",1992,6,8,"Iqaluit","HL003",5,0.03051,0.544529,0.28446,0.064925,0.075577,"HBSC"
"S_20_03577","LH_26","NHS","Kimmirut",1989,7,10,"Kimmirut","HL003",5,0.046882,0.54576,0.221886,0.049775,0.135698,"HBSC"
"S_20_03582","B91_18","FRB","Iqaluit",1991,7,15,"Iqaluit","HL011",5,0.03323,0.625528,0.243689,0.03005,0.067503,"HBSC"
"S_20_03583","B_92_71_IQ","FRB","Iqaluit",1992,6,19,"Iqaluit","HL012",5,0.050811,0.637583,0.205699,0.002496,0.103411,"HBSC"
"S_20_03585","B92_LH_49","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL011",5,0.012638,0.715765,0.16919,0.050187,0.05222,"HBSC"
"S_20_03586","LH_14","NHS","Kimmirut",1989,6,24,"Kimmirut","HL003",5,0.030312,0.618938,0.218349,0.076559,0.055843,"HBSC"
"S_20_03587","LH_4","NHS","Kimmirut",1992,10,11,"Kimmirut","HL015",5,0.016889,0.615917,0.219027,0.0381,0.110066,"HBSC"
"S_20_03588","LH_B91_06","NHS","Kimmirut",1991,11,7,"Kimmirut","HL003",5,0.028431,0.38318,0.47921,0.049399,0.059781,"HBSC"
"S_20_03590","B_92_105_IQ","FRB","Iqaluit",1992,7,30,"Iqaluit","HL003",5,0.031852,0.614302,0.163423,0.025862,0.164561,"HBSC"
"S_20_03591","B_92_78_IQ","FRB","Iqaluit",1992,7,3,"Iqaluit","HL001",5,0.039107,0.451145,0.349175,0.04048,0.120094,"HBSC"
"S_20_03592","B_92_96_IQ","FRB","Iqaluit",1992,8,25,"Iqaluit","HL001",5,0.042246,0.473504,0.383012,0.034859,0.066379,"HBSC"
"S_20_03593","B92_LH_50","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL012",5,0.034582,0.66267,0.27889,0.00712,0.016739,"HBSC"
"S_20_03595","LH_5","NHS","Kimmirut",1992,10,11,"Kimmirut","HL003",5,0.029236,0.63258,0.230057,0.041946,0.06618,"HBSC"
"S_20_03598","B_92_81_IQ","FRB","Iqaluit",1992,7,3,"Iqaluit","HL056",5,0.01993,0.517597,0.330542,0.047989,0.083942,"HBSC"
"S_20_03599","B92_LH_52","NHS","Lake_Harbour_Kimmirut",1992,10,17,"Kimmirut","HL053",5,0.01669,0.566651,0.24792,0.068232,0.100506,"HBSC"
"S_20_03600","LH_18","NHS","Kimmirut",1989,6,24,"Kimmirut","HL003",5,0.037052,0.589309,0.23571,0.053957,0.083972,"HBSC"
"S_20_03601","LH_7","NHS","Kimmirut",1989,6,24,"Kimmirut","HL053",5,0.036723,0.586657,0.23302,0.048797,0.094802,"HBSC"
"S_20_03605","B_92_59_IQ","FRB","Iqaluit",1992,6,5,"Iqaluit","HL012",5,0.05396,0.494735,0.301258,0.079299,0.070748,"HBSC"
"S_20_03606","B_92_87_IQ","FRB","Iqaluit",1992,6,14,"Iqaluit","HL003",5,0.058287,0.516026,0.275887,0.079067,0.070733,"HBSC"
"S_20_03607","LH_2","NHS","Kimmirut",1991,11,7,"Kimmirut","HL012",5,0.074429,0.544377,0.232358,0.054745,0.094091,"HBSC"
"S_20_03608","LH_90_X_90_04","NHS","Kimmirut",1990,7,17,"Kimmirut","HL049",5,0.0151,0.053992,0.116593,0.056383,0.757933,"LGR"
"S_20_03613","B_92_60_IQ","FRB","Iqaluit",1992,6,5,"Iqaluit","HL012",5,0.046889,0.575593,0.27112,0.021786,0.084612,"HBSC"
"S_20_03614","B_92_88_IQ","FRB","Iqaluit",1992,6,9,"Iqaluit","HL003",5,0.020421,0.634021,0.292865,0.024782,0.027912,"HBSC"
"S_20_03617","LH_22","NHS","Kimmirut",1989,7,13,"Kimmirut","HL003",5,0.031774,0.532933,0.277406,0.041566,0.116321,"HBSC"
"S_20_03618","LH_90_X_90_05","NHS","Kimmirut",1990,7,10,"Kimmirut","HL056",5,0.043062,0.494075,0.292267,0.090646,0.07995,"HBSC"
"S_20_03623","B_92_61_IQ","FRB","Iqaluit",1992,6,4,"Iqaluit","HL011",5,0.096212,0.541858,0.328349,1e-05,0.033571,"HBSC"
"S_20_03625","B92_LH_39","NHS","Lake_Harbour_Kimmirut",1992,10,9,"Kimmirut","HL012",5,0.143465,0.448882,0.274429,0.045161,0.088063,"HBSC"
"S_20_03626","B92_LH_54","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL012",5,0.002253,0.621818,0.250673,0.046207,0.079049,"HBSC"
"S_20_03627","LH_24","NHS","Kimmirut",1989,7,1,"Kimmirut","HL001",5,0.038038,0.470421,0.33719,0.059621,0.09473,"HBSC"
"S_20_03628","LH_B91_01","NHS","Kimmirut",1991,10,17,"Kimmirut","HL012",5,0.048366,0.509104,0.336476,0.020625,0.085429,"HBSC"
"S_20_03630","B91_14","FRB","Iqaluit",1991,7,7,"Iqaluit","HL003",5,0.044451,0.52855,0.236426,0.093765,0.096808,"HBSC"
"S_20_03631","B_92_63_IQ","FRB","Iqaluit",1992,7,3,"Iqaluit","HL001",5,0.060774,0.473214,0.316097,0.039451,0.110464,"HBSC"
"S_20_03632","B_92_90_IQ","FRB","Iqaluit",1992,6,19,"Iqaluit","HL001",5,0.004108,1e-05,0.995862,1e-05,1e-05,"CSB"
"S_20_03633","B92_LH_40","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL012",5,0.017681,0.599969,0.264891,0.033793,0.083665,"HBSC"
"S_20_03634","B92_LH_55","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL003",5,1e-05,0.740642,0.148156,0.046269,0.064923,"HBSC"
"S_20_03636","LH_B91_03","NHS","Kimmirut",1991,10,17,"Kimmirut","HL015",5,0.031427,0.652067,0.29406,1e-05,0.022436,"HBSC"
"S_20_03649","DL99_27EDC","NEH","Akulivik",1999,10,19,"Akulivik","HL035",5,1e-05,0.529602,0.267704,0.025303,0.177381,"HBSC"
"S_20_03652","ARSQ_04_07_01","BEL","Sanikiluaq",2004,5,19,"Sanikiluaq","HL068",5,0.02983,0.02615,1e-05,0.944,1e-05,"JAM"
"S_20_03655","DL17_244","SEH","Island_Anderson",2017,6,22,"Umiujaq","HL010",5,0.047021,0.59452,0.188201,0.084301,0.085956,"HBSC"
"S_20_03656","DL17_261","SEH","Kuujjuarapik",2017,6,15,"Kuujjuaraapik","HL008",5,1e-05,1e-05,1e-05,0.99996,1e-05,"JAM"
"S_20_03658","DLN01_11","SEH","Nastapoka_Sound",2001,8,4,"Inukjuak","HL019",5,0.054415,0.80544,1e-05,1e-05,0.140125,"HBSC"
"S_20_03664","DL2009_004","SLE","Matane",2009,9,3,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_03665_rep","DL2011_005_F","SLE","Les_Boules",2011,8,9,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
