"ID_GQ","Q1","Q2","Q3","Q4","K","Region1","Location","Year","Month","Day"
"S_20_00622",1e-05,0.99999,NA,NA,2,"JAM","Pointe_de_Repentigny",2007,8,9
"S_20_00699",0.99999,1e-05,NA,NA,2,"JAM","Pointe_de_Repentigny",2007,8,25
"S_20_00710",0.565204,0.434796,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,10
"S_20_00711",1e-05,0.99999,NA,NA,2,"JAM","Pointe_de_Repentigny",2007,8,9
"S_20_00712",1e-05,0.99999,NA,NA,2,"JAM","Pointe_de_Repentigny",2007,8,14
"S_20_00719",0.229787,0.770213,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00722",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2004,12,17
"S_20_00724",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00725",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00729",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00730",0.99999,1e-05,NA,NA,2,"BEL","Sanikiluaq",2002,5,NA
"S_20_00733",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2004,12,17
"S_20_00735",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00740",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00749",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00753",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00754",0.169138,0.830862,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00758",0.291675,0.708325,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00761",0.746341,0.253659,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00764",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00768",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_00769",1e-05,0.99999,NA,NA,2,"BEL","Sanikiluaq",2005,5,19
"S_20_01144",0.99999,1e-05,NA,NA,2,"JAM","James_Bay",2003,7,22
"S_20_01154",0.99999,1e-05,NA,NA,2,"JAM","James_Bay",2003,7,22
"S_20_02249",0.99999,1e-05,NA,NA,2,"SEH","Pointe_Pilavvik",2015,6,12
"S_20_02299",0.99999,1e-05,NA,NA,2,"JAM","Long_Island",2004,10,12
"S_20_03102",0.619775,0.380225,NA,NA,2,"SEH","Kuujjuarapik",1997,9,12
"S_20_03106",0.99999,1e-05,NA,NA,2,"SEH","Kuujjuarapik",1997,9,12
"S_20_03446",0.99999,1e-05,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2009,7,31
"S_20_03447",0.99999,1e-05,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,1
"S_20_03448",0.99999,1e-05,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,9
"S_20_03449",0.737471,0.262529,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,9
"S_20_03450",0.99999,1e-05,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,4
"S_20_03451",0.99999,1e-05,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,6
"S_20_03452",0.793274,0.206726,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03453",0.99999,1e-05,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03454",0.99999,1e-05,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03455",0.781962,0.218038,NA,NA,2,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,16
"S_20_03507",1e-05,0.99999,NA,NA,2,"JAM","Pointe_de_Repentigny",2007,8,14
"S_20_03652",0.99999,1e-05,NA,NA,2,"BEL","Sanikiluaq",2004,5,19
"S_20_03656",0.590459,0.409541,NA,NA,2,"SEH","Kuujjuarapik",2017,6,15
"S_20_00622",1e-05,1e-05,0.99998,NA,3,"JAM","Pointe_de_Repentigny",2007,8,9
"S_20_00699",1e-05,0.99998,1e-05,NA,3,"JAM","Pointe_de_Repentigny",2007,8,25
"S_20_00710",1e-05,0.663239,0.336751,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,10
"S_20_00711",1e-05,1e-05,0.99998,NA,3,"JAM","Pointe_de_Repentigny",2007,8,9
"S_20_00712",1.9e-05,1e-05,0.999971,NA,3,"JAM","Pointe_de_Repentigny",2007,8,14
"S_20_00719",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00722",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2004,12,17
"S_20_00724",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00725",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00729",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00730",1e-05,0.99998,1e-05,NA,3,"BEL","Sanikiluaq",2002,5,NA
"S_20_00733",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2004,12,17
"S_20_00735",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00740",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00749",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00753",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00754",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00758",0.775156,0.224834,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00761",0.202244,0.761174,0.036581,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00764",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00768",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_00769",0.99998,1e-05,1e-05,NA,3,"BEL","Sanikiluaq",2005,5,19
"S_20_01144",1e-05,0.99998,1e-05,NA,3,"JAM","James_Bay",2003,7,22
"S_20_01154",1e-05,0.99998,1e-05,NA,3,"JAM","James_Bay",2003,7,22
"S_20_02249",1e-05,0.99998,1e-05,NA,3,"SEH","Pointe_Pilavvik",2015,6,12
"S_20_02299",1e-05,0.9845,0.01549,NA,3,"JAM","Long_Island",2004,10,12
"S_20_03102",0.352273,0.599745,0.047982,NA,3,"SEH","Kuujjuarapik",1997,9,12
"S_20_03106",0.16053,0.83946,1e-05,NA,3,"SEH","Kuujjuarapik",1997,9,12
"S_20_03446",1e-05,0.953935,0.046055,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2009,7,31
"S_20_03447",1e-05,0.99998,1e-05,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,1
"S_20_03448",1e-05,0.99998,1e-05,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,9
"S_20_03449",1e-05,0.799779,0.200211,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,9
"S_20_03450",1e-05,0.87601,0.12398,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,4
"S_20_03451",1e-05,0.99998,1e-05,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,6
"S_20_03452",1e-05,0.853261,0.146729,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03453",1e-05,0.981228,0.018762,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03454",1e-05,0.964995,0.034995,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03455",0.202365,0.760865,0.03677,NA,3,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,16
"S_20_03507",1e-05,1e-05,0.99998,NA,3,"JAM","Pointe_de_Repentigny",2007,8,14
"S_20_03652",1e-05,0.99998,1e-05,NA,3,"BEL","Sanikiluaq",2004,5,19
"S_20_03656",1e-05,0.666219,0.333771,NA,3,"SEH","Kuujjuarapik",2017,6,15
"S_20_00622",0.99997,1e-05,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny",2007,8,9
"S_20_00699",1e-05,0.99997,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny",2007,8,25
"S_20_00710",0.337463,0.662517,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,10
"S_20_00711",0.999965,1.5e-05,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny",2007,8,9
"S_20_00712",0.99997,1e-05,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny",2007,8,14
"S_20_00719",1e-05,1e-05,0.99997,1e-05,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00722",1e-05,1e-05,0.99997,1e-05,4,"BEL","Sanikiluaq",2004,12,17
"S_20_00724",1e-05,1e-05,1e-05,0.99997,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00725",1e-05,1e-05,1e-05,0.99997,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00729",1e-05,1e-05,0.99997,1e-05,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00730",1e-05,0.99997,1e-05,1e-05,4,"BEL","Sanikiluaq",2002,5,NA
"S_20_00733",1e-05,1e-05,0.99997,1e-05,4,"BEL","Sanikiluaq",2004,12,17
"S_20_00735",1e-05,1e-05,1e-05,0.99997,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00740",1e-05,1e-05,1e-05,0.99997,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00749",1e-05,1e-05,1e-05,0.99997,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00753",1e-05,1e-05,0.761279,0.238701,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00754",1e-05,1e-05,0.654274,0.345706,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00758",1e-05,1e-05,0.99997,1e-05,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00761",0.026968,0.78925,1e-05,0.183772,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00764",1e-05,1e-05,0.99997,1e-05,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00768",1e-05,1e-05,1e-05,0.99997,4,"BEL","Sanikiluaq",2005,5,19
"S_20_00769",1e-05,1e-05,0.469468,0.530512,4,"BEL","Sanikiluaq",2005,5,19
"S_20_01144",1e-05,0.99997,1e-05,1e-05,4,"JAM","James_Bay",2003,7,22
"S_20_01154",1e-05,0.99997,1e-05,1e-05,4,"JAM","James_Bay",2003,7,22
"S_20_02249",1e-05,0.99997,1e-05,1e-05,4,"SEH","Pointe_Pilavvik",2015,6,12
"S_20_02299",0.021093,0.841118,1e-05,0.137779,4,"JAM","Long_Island",2004,10,12
"S_20_03102",1e-05,1e-05,0.99997,1e-05,4,"SEH","Kuujjuarapik",1997,9,12
"S_20_03106",1e-05,0.797194,0.202786,1e-05,4,"SEH","Kuujjuarapik",1997,9,12
"S_20_03446",0.051602,0.811102,1e-05,0.137286,4,"JAM","Pointe_de_Repentigny_James_Bay",2009,7,31
"S_20_03447",1e-05,0.99997,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,1
"S_20_03448",1e-05,0.99997,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,9
"S_20_03449",0.196793,0.803187,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2009,8,9
"S_20_03450",0.119226,0.880754,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,4
"S_20_03451",1e-05,0.837657,0.162323,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,6
"S_20_03452",0.145291,0.854689,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03453",0.011771,0.988209,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03454",0.025649,0.974331,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,8
"S_20_03455",0.021889,0.764945,1e-05,0.213157,4,"JAM","Pointe_de_Repentigny_James_Bay",2008,8,16
"S_20_03507",0.99997,1e-05,1e-05,1e-05,4,"JAM","Pointe_de_Repentigny",2007,8,14
"S_20_03652",1e-05,0.99997,1e-05,1e-05,4,"BEL","Sanikiluaq",2004,5,19
"S_20_03656",0.325881,0.617899,0.05621,1e-05,4,"SEH","Kuujjuarapik",2017,6,15
