Sample_ID,ID_GQ,Q1,Q2,Q3,K
S_20_01462,292.FRB.1994.BELUGA.ADN_20_04909.S_20_01462.dl.n_s.bam,0.644467,0.355533,NA,2
S_20_00929,194.NHB.1993.BELUGA.ADN_20_02014.S_20_00929.dl.n_s.bam,0.583677,0.416323,NA,2
S_20_01051,198.NHB.1999.BELUGA.ADN_20_02052.S_20_01051.dl.n_s.bam,0.604671,0.395329,NA,2
S_20_01052,197.NHB.1999.BELUGA.ADN_20_01276.S_20_01052.dl.n_s.bam,0.611866,0.388134,NA,2
S_20_01062,200.NHB.2000.BELUGA.ADN_20_04748.S_20_01062.dl.n_s.bam,0.351332,0.648668,NA,2
S_20_01063,202.NHB.2000.BELUGA.ADN_20_04752.S_20_01063.dl.n_s.bam,0.611679,0.388321,NA,2
S_20_01066,199.NHB.2000.BELUGA.ADN_20_04746.S_20_01066.dl.n_s.bam,0.502876,0.497124,NA,2
S_20_01067,205.NHB.2000.BELUGA.ADN_20_04749.S_20_01067.dl.n_s.bam,0.544276,0.455724,NA,2
S_20_01259,207.NHB.2007.BELUGA.ADN_20_04654.S_20_01259.dl.n_s.bam,0.616442,0.383558,NA,2
S_20_01260,208.NHB.2007.BELUGA.ADN_20_05021.S_20_01260.dl.n_s.bam,0.582629,0.417371,NA,2
S_20_01261,206.NHB.2007.BELUGA.ADN_20_04657.S_20_01261.dl.n_s.bam,0.560242,0.439758,NA,2
S_20_01279,203.NHB.2000.BELUGA.ADN_20_04743.S_20_01279.dl.n_s.bam,0.573731,0.426269,NA,2
S_20_01359,218.NHB.2009.BELUGA.ADN_20_04805.S_20_01359.dl.n_s.bam,0.559305,0.440695,NA,2
S_20_01384,204.NHB.2001.BELUGA.ADN_20_04877.S_20_01384.dl.n_s.bam,0.530194,0.469806,NA,2
S_20_01388,209.NHB.2001.BELUGA.ADN_20_05953.S_20_01388.dl.n_s.bam,0.581545,0.418455,NA,2
S_20_01390,210.NHB.2001.BELUGA.ADN_20_04881.S_20_01390.dl.n_s.bam,0.634103,0.365897,NA,2
S_20_01391,201.NHB.2001.BELUGA.ADN_20_04872.S_20_01391.dl.n_s.bam,0.481848,0.518152,NA,2
S_20_01392,211.NHB.2001.BELUGA.ADN_20_04873.S_20_01392.dl.n_s.bam,0.531223,0.468777,NA,2
S_20_01393,212.NHB.2001.BELUGA.ADN_20_04874.S_20_01393.dl.n_s.bam,0.587672,0.412328,NA,2
S_20_01394,214.NHB.2001.BELUGA.ADN_20_04876.S_20_01394.dl.n_s.bam,0.368133,0.631867,NA,2
S_20_01413,216.NHB.2001.BELUGA.ADN_20_04867.S_20_01413.dl.n_s.bam,0.580225,0.419775,NA,2
S_20_01414,213.NHB.2001.BELUGA.ADN_20_04869.S_20_01414.dl.n_s.bam,0.417847,0.582153,NA,2
S_20_01415,219.NHB.2001.BELUGA.ADN_20_04870.S_20_01415.dl.n_s.bam,0.566521,0.433479,NA,2
S_20_01480,217.NHB.2001.BELUGA.ADN_20_04898.S_20_01480.dl.n_s.bam,0.343444,0.656556,NA,2
S_20_03497,215.NHB.2001.BELUGA.ADN_20_05970.S_20_03497.dl.n_s.bam,0.55608,0.44392,NA,2
S_20_01453,223.NHS.1993.BELUGA.ADN_20_04900.S_20_01453.dl.n_s.bam,0.568762,0.431238,NA,2
S_20_01528,231.NHS.1989.BELUGA.ADN_20_05001.S_20_01528.dl.n_s.bam,0.488494,0.511506,NA,2
S_20_00678,44.NWH.1992.BELUGA.ADN_20_01413.S_20_00678.dl.n_s.bam,0.343993,0.656007,NA,2
S_20_00681,18.NWH.1999.BELUGA.ADN_20_01484.S_20_00681.dl.n_s.bam,0.327616,0.672384,NA,2
S_20_00682,17.NWH.1999.BELUGA.ADN_20_01402.S_20_00682.dl.n_s.bam,0.621446,0.378554,NA,2
S_20_00792,22.NWH.2003.BELUGA.ADN_20_02360.S_20_00792.dl.n_s.bam,0.396149,0.603851,NA,2
S_20_00795,23.NWH.2003.BELUGA.ADN_20_01016.S_20_00795.dl.n_s.bam,0.439931,0.560069,NA,2
S_20_00804,24.NWH.2003.BELUGA.ADN_20_02352.S_20_00804.dl.n_s.bam,0.282869,0.717131,NA,2
S_20_01022,52.NWH.1997.BELUGA.ADN_20_01203.S_20_01022.dl.n_s.bam,0.454804,0.545196,NA,2
S_20_01230,27.NWH.2009.BELUGA.ADN_20_04617.S_20_01230.dl.n_s.bam,0.521679,0.478321,NA,2
S_20_01233,26.NWH.2009.BELUGA.ADN_20_04620.S_20_01233.dl.n_s.bam,0.525401,0.474599,NA,2
S_20_01250,31.NWH.1999.BELUGA.ADN_20_04639.S_20_01250.dl.n_s.bam,0.440152,0.559848,NA,2
S_20_01282,38.NWH.2005.BELUGA.ADN_20_04738.S_20_01282.dl.n_s.bam,0.384951,0.615049,NA,2
S_20_01288,48.NWH.1999.BELUGA.ADN_20_04732.S_20_01288.dl.n_s.bam,0.565767,0.434233,NA,2
S_20_01290,51.NWH.1999.BELUGA.ADN_20_04730.S_20_01290.dl.n_s.bam,0.392131,0.607869,NA,2
S_20_01294,35.NWH.2005.BELUGA.ADN_20_04726.S_20_01294.dl.n_s.bam,0.375331,0.624669,NA,2
S_20_01296,36.NWH.2005.BELUGA.ADN_20_04724.S_20_01296.dl.n_s.bam,0.286549,0.713451,NA,2
S_20_01298,19.NWH.1999.BELUGA.ADN_20_04722.S_20_01298.dl.n_s.bam,0.562061,0.437939,NA,2
S_20_01308,37.NWH.2005.BELUGA.ADN_20_04712.S_20_01308.dl.n_s.bam,0.358288,0.641712,NA,2
S_20_01310,34.NWH.1999.BELUGA.ADN_20_04710.S_20_01310.dl.n_s.bam,0.514838,0.485162,NA,2
S_20_01317,54.NWH.1997.BELUGA.ADN_20_05019.S_20_01317.dl.n_s.bam,0.386436,0.613564,NA,2
S_20_01322,53.NWH.1997.BELUGA.ADN_20_04692.S_20_01322.dl.n_s.bam,0.436669,0.563331,NA,2
S_20_01363,15.NWH.2014.BELUGA.ADN_20_04776.S_20_01363.dl.n_s.bam,0.615125,0.384875,NA,2
S_20_01366,30.NWH.2014.BELUGA.ADN_20_04780.S_20_01366.dl.n_s.bam,0.376704,0.623296,NA,2
S_20_01374,25.NWH.2008.BELUGA.ADN_20_04772.S_20_01374.dl.n_s.bam,0.481096,0.518904,NA,2
S_20_01375,20.NWH.1999.BELUGA.ADN_20_04755.S_20_01375.dl.n_s.bam,0.332173,0.667827,NA,2
S_20_01419,49.NWH.2011.BELUGA.ADN_20_04829.S_20_01419.dl.n_s.bam,0.421214,0.578786,NA,2
S_20_01514,28.NWH.2012.BELUGA.ADN_20_04986.S_20_01514.dl.n_s.bam,0.48801,0.51199,NA,2
S_20_01516,29.NWH.2012.BELUGA.ADN_20_04988.S_20_01516.dl.n_s.bam,0.54303,0.45697,NA,2
S_20_01551,33.NWH.2010.BELUGA.ADN_20_05933.S_20_01551.dl.n_s.bam,0.418303,0.581697,NA,2
S_20_01553,56.NWH.2011.BELUGA.ADN_20_05929.S_20_01553.dl.n_s.bam,0.274222,0.725778,NA,2
S_20_01555,50.NWH.2014.BELUGA.ADN_20_05927.S_20_01555.dl.n_s.bam,0.525247,0.474753,NA,2
S_20_01562,39.NWH.2009.BELUGA.ADN_20_05923.S_20_01562.dl.n_s.bam,0.481436,0.518564,NA,2
S_20_01590,40.NWH.2010.BELUGA.ADN_20_05886.S_20_01590.dl.n_s.bam,0.271447,0.728553,NA,2
S_20_01594,32.NWH.2009.BELUGA.ADN_20_05871.S_20_01594.dl.n_s.bam,0.281738,0.718262,NA,2
S_20_03515,46.NWH.2015.BELUGA.ADN_20_01172.S_20_03515.dl.n_s.bam,0.33927,0.66073,NA,2
S_20_03517,47.NWH.2015.BELUGA.ADN_20_01174.S_20_03517.dl.n_s.bam,0.278158,0.721842,NA,2
S_20_04103,13.REB.1995.BELUGA.ADN_20_05504.S_20_04103.dl.n_s.bam,0.389914,0.610086,NA,2
S_20_04123,11.REB.2006.BELUGA.ADN_20_05524.S_20_04123.dl.n_s.bam,0.540552,0.459448,NA,2
S_20_01441,140.SAN.2009.BELUGA.ADN_20_04939.S_20_01441.dl.n_s.bam,1.00E-05,0.99999,NA,2
S_20_01465,130.SAN.1995.BELUGA.ADN_20_04912.S_20_01465.dl.n_s.bam,0.199616,0.800384,NA,2
S_20_03642,172.SAN.2018.BELUGA.ADN_20_05389.S_20_03642.dl.n_s.bam,0.163977,0.836023,NA,2
S_20_03846,109.SAN.1994.BELUGA.ADN_20_06011.S_20_03846.dl.n_s.bam,0.233871,0.766129,NA,2
S_20_03849,185.SAN.1994.BELUGA.ADN_20_05255.S_20_03849.dl.n_s.bam,1.00E-05,0.99999,NA,2
S_20_04029,165.SAN.2016.BELUGA.ADN_20_05430.S_20_04029.dl.n_s.bam,0.163605,0.836395,NA,2
S_20_04091,175.SAN.2020.BELUGA.ADN_20_05492.S_20_04091.dl.n_s.bam,0.165842,0.834158,NA,2
S_20_01765,102.SEH.1994.BELUGA.ADN_20_01678.S_20_01765.dl.n_s.bam,0.435855,0.564145,NA,2
S_20_01784,100.SEH.1994.BELUGA.ADN_20_01677.S_20_01784.dl.n_s.bam,0.46584,0.53416,NA,2
S_20_01867,101.SEH.1994.BELUGA.ADN_20_02630.S_20_01867.dl.n_s.bam,0.47088,0.52912,NA,2
S_20_02340,103.SEH.2000.BELUGA.ADN_20_04477.S_20_02340.dl.n_s.bam,0.509203,0.490797,NA,2
S_20_03105,90.SEH.1997.BELUGA.ADN_20_03225.S_20_03105.dl.n_s.bam,0.446426,0.553574,NA,2
S_20_03418,98.SEH.2016.BELUGA.ADN_20_02489.S_20_03418.dl.n_s.bam,0.49375,0.50625,NA,2
S_20_03419,99.SEH.2016.BELUGA.ADN_20_03865.S_20_03419.dl.n_s.bam,0.475974,0.524026,NA,2
S_20_03421,95.SEH.2016.BELUGA.ADN_20_02490.S_20_03421.dl.n_s.bam,0.480447,0.519553,NA,2
S_20_03526,96.SEH.2016.BELUGA.ADN_20_03197.S_20_03526.dl.n_s.bam,0.45158,0.54842,NA,2
S_20_01743,279.SHS.2020.BELUGA.ADN_20_04591.S_20_01743.dl.n_s.bam,0.527912,0.472088,NA,2
S_20_01750,250.SHS.2019.BELUGA.ADN_20_04597.S_20_01750.dl.n_s.bam,0.607013,0.392987,NA,2
S_20_01935,240.SHS.1999.BELUGA.ADN_20_01892.S_20_01935.dl.n_s.bam,0.99999,1.00E-05,NA,2
S_20_02016,270.SHS.2013.BELUGA.ADN_20_04084.S_20_02016.dl.n_s.bam,0.488343,0.511657,NA,2
S_20_02328,280.SHS.2000.BELUGA.ADN_20_04465.S_20_02328.dl.n_s.bam,0.99999,1.00E-05,NA,2
S_20_02329,261.SHS.2000.BELUGA.ADN_20_04466.S_20_02329.dl.n_s.bam,0.99999,1.00E-05,NA,2
S_20_02537,241.SHS.2004.BELUGA.ADN_20_04338.S_20_02537.dl.n_s.bam,0.578612,0.421388,NA,2
S_20_02539,242.SHS.2004.BELUGA.ADN_20_04340.S_20_02539.dl.n_s.bam,0.594406,0.405594,NA,2
S_20_02925,275.SHS.2018.BELUGA.ADN_20_03885.S_20_02925.dl.n_s.bam,0.386956,0.613044,NA,2
S_20_02927,264.SHS.2018.BELUGA.ADN_20_03983.S_20_02927.dl.n_s.bam,0.392408,0.607592,NA,2
S_20_02952,256.SHS.2018.BELUGA.ADN_20_04008.S_20_02952.dl.n_s.bam,0.460065,0.539935,NA,2
S_20_03438,253.SHS.1995.BELUGA.ADN_20_05083.S_20_03438.dl.n_s.bam,0.559959,0.440041,NA,2
S_20_03439,285.SHS.1995.BELUGA.ADN_20_05084.S_20_03439.dl.n_s.bam,0.569631,0.430369,NA,2
S_20_03440,252.SHS.1995.BELUGA.ADN_20_05085.S_20_03440.dl.n_s.bam,0.578136,0.421864,NA,2
S_20_01781,351.SLE.2009.BELUGA.ADN_20_04491.S_20_01781.dl.n_s.bam,0.546081,0.453919,NA,2
S_20_00770,74.SWH.2003.BELUGA.ADN_20_01128.S_20_00770.dl.n_s.bam,0.533932,0.466068,NA,2
S_20_01178,287.UNG.2019.BELUGA.ADN_20_02304.S_20_01178.dl.n_s.bam,0.647705,0.352295,NA,2
S_20_01179,288.UNG.2019.BELUGA.ADN_20_02305.S_20_01179.dl.n_s.bam,0.465894,0.534106,NA,2
S_20_01180,286.UNG.2019.BELUGA.ADN_20_02306.S_20_01180.dl.n_s.bam,0.663781,0.336219,NA,2
S_20_00807,57.JAM.2002.BELUGA.ADN_20_01029.S_20_00807.dl.n_s.bam,1.00E-05,0.99999,NA,2
S_20_00808,58.JAM.2002.BELUGA.ADN_20_01030.S_20_00808.dl.n_s.bam,0.4325,0.5675,NA,2
S_20_00809,60.JAM.2002.BELUGA.ADN_20_01031.S_20_00809.dl.n_s.bam,1.00E-05,0.99999,NA,2
S_20_00810,59.JAM.2002.BELUGA.ADN_20_01032.S_20_00810.dl.n_s.bam,0.419722,0.580278,NA,2
S_20_01019,220.NEH.2003.BELUGA.ADN_20_01427.S_20_01019.dl.n_s.bam,0.552295,0.447705,NA,2
S_20_00944,195.NHB.1996.BELUGA.ADN_20_01523.S_20_00944.dl.n_s.bam,0.297916,0.702084,NA,2
S_20_00948,196.NHB.1996.BELUGA.ADN_20_01527.S_20_00948.dl.n_s.bam,0.325014,0.674986,NA,2
S_20_01278,225.NHS.1993.BELUGA.ADN_20_04674.S_20_01278.dl.n_s.bam,0.571155,0.428845,NA,2
S_20_01346,238.NHS.2002.BELUGA.ADN_20_04793.S_20_01346.dl.n_s.bam,0.622189,0.377811,NA,2
S_20_01350,236.NHS.2001.BELUGA.ADN_20_04781.S_20_01350.dl.n_s.bam,0.510976,0.489024,NA,2
S_20_01355,237.NHS.2001.BELUGA.ADN_20_04786.S_20_01355.dl.n_s.bam,0.482124,0.517876,NA,2
S_20_01357,229.NHS.2001.BELUGA.ADN_20_04788.S_20_01357.dl.n_s.bam,0.645869,0.354131,NA,2
S_20_01482,224.NHS.1991.BELUGA.ADN_20_04945.S_20_01482.dl.n_s.bam,0.99999,1.00E-05,NA,2
S_20_01486,227.NHS.1994.BELUGA.ADN_20_04952.S_20_01486.dl.n_s.bam,0.693255,0.306745,NA,2
S_20_01487,232.NHS.1994.BELUGA.ADN_20_04953.S_20_01487.dl.n_s.bam,0.649604,0.350396,NA,2
S_20_01489,226.NHS.1994.BELUGA.ADN_20_04956.S_20_01489.dl.n_s.bam,0.592855,0.407145,NA,2
S_20_01494,233.NHS.1994.BELUGA.ADN_20_04961.S_20_01494.dl.n_s.bam,0.535468,0.464532,NA,2
S_20_01507,228.NHS.1996.BELUGA.ADN_20_04977.S_20_01507.dl.n_s.bam,0.99999,1.00E-05,NA,2
S_20_03503,239.NHS.1996.BELUGA.ADN_20_05981.S_20_03503.dl.n_s.bam,0.603204,0.396796,NA,2
S_20_00830,41.NWH.1999.BELUGA.ADN_20_02055.S_20_00830.dl.n_s.bam,0.472978,0.527022,NA,2
S_20_01078,42.NWH.1999.BELUGA.ADN_20_01304.S_20_01078.dl.n_s.bam,0.49943,0.50057,NA,2
S_20_01079,43.NWH.1999.BELUGA.ADN_20_01305.S_20_01079.dl.n_s.bam,0.372342,0.627658,NA,2
S_20_04111,10.REB.1997.BELUGA.ADN_20_05512.S_20_04111.dl.n_s.bam,0.373311,0.626689,NA,2
S_20_04130,12.REB.2015.BELUGA.ADN_20_05531.S_20_04130.dl.n_s.bam,0.35874,0.64126,NA,2
S_20_03555,131.SAN.1996.BELUGA.ADN_20_05224.S_20_03555.dl.n_s.bam,0.535338,0.464662,NA,2
S_20_03731,118.SAN.2010.BELUGA.ADN_20_05165.S_20_03731.dl.n_s.bam,1.00E-05,0.99999,NA,2
S_20_04048,188.SAN.2017.BELUGA.ADN_20_05449.S_20_04048.dl.n_s.bam,0.127893,0.872107,NA,2
S_20_04063,123.SAN.2019.BELUGA.ADN_20_05464.S_20_04063.dl.n_s.bam,0.159725,0.840275,NA,2
S_20_01152,80.SEH.2019.BELUGA.ADN_20_04598.S_20_01152.dl.n_s.bam,0.496135,0.503865,NA,2
S_20_01174,82.SEH.2020.BELUGA.ADN_20_04577.S_20_01174.dl.n_s.bam,0.165742,0.834258,NA,2
S_20_01727,78.SEH.2019.BELUGA.ADN_20_04583.S_20_01727.dl.n_s.bam,0.429052,0.570948,NA,2
S_20_01744,84.SEH.2020.BELUGA.ADN_20_04578.S_20_01744.dl.n_s.bam,0.204361,0.795639,NA,2
S_20_01160,257.SHS.2019.BELUGA.ADN_20_04609.S_20_01160.dl.n_s.bam,0.557129,0.442871,NA,2
S_20_01162,258.SHS.2019.BELUGA.ADN_20_04558.S_20_01162.dl.n_s.bam,0.480836,0.519164,NA,2
S_20_01165,259.SHS.2019.BELUGA.ADN_20_04604.S_20_01165.dl.n_s.bam,0.501639,0.498361,NA,2
S_20_01169,278.SHS.2020.BELUGA.ADN_20_04603.S_20_01169.dl.n_s.bam,0.528454,0.471546,NA,2
S_20_01883,260.SHS.1994.BELUGA.ADN_20_02823.S_20_01883.dl.n_s.bam,0.55402,0.44598,NA,2
S_20_02024,244.SHS.2013.BELUGA.ADN_20_04097.S_20_02024.dl.n_s.bam,0.324063,0.675937,NA,2
S_20_02138,271.SHS.2002.BELUGA.ADN_20_04117.S_20_02138.dl.n_s.bam,0.486886,0.513114,NA,2
S_20_03385,249.SHS.2018.BELUGA.ADN_20_05060.S_20_03385.dl.n_s.bam,0.575016,0.424984,NA,2
S_20_03396,248.SHS.2018.BELUGA.ADN_20_05071.S_20_03396.dl.n_s.bam,0.258932,0.741068,NA,2
S_20_03551,274.SHS.2017.BELUGA.ADN_20_04518.S_20_03551.dl.n_s.bam,0.564614,0.435386,NA,2
S_20_01574,141.SAN.2021.BELUGA.ADN_20_05902.S_20_01574.dl.n_s.bam,0.602161,0.397839,NA,2
S_20_01612,184.SAN.2021.BELUGA.ADN_20_05033.S_20_01612.dl.n_s.bam,0.234681,0.765319,NA,2
S_20_03736,159.SAN.2011.BELUGA.ADN_20_05988.S_20_03736.dl.n_s.bam,0.1474,0.8526,NA,2
S_20_00782,314.CBS.2005.BELUGA.ADN_20_00969.S_20_00782.dl.n_s.bam,0.622003,0.377997,NA,2
S_20_00811,45.NWH.2002.BELUGA.ADN_20_01059.S_20_00811.dl.n_s.bam,0.312646,0.687354,NA,2
S_20_00742,147.SAN.2004.BELUGA.ADN_20_00990.S_20_00742.dl.n_s.bam,0.183018,0.816982,NA,2
S_20_03103,91.SEH.1997.BELUGA.ADN_20_03223.S_20_03103.dl.n_s.bam,0.446784,0.553216,NA,2
S_20_03104,92.SEH.1997.BELUGA.ADN_20_03224.S_20_03104.dl.n_s.bam,0.539335,0.460665,NA,2
S_20_01968,262.SHS.2010.BELUGA.ADN_20_04035.S_20_01968.dl.n_s.bam,0.616127,0.383873,NA,2
